id,choice1,choice2,state,money
11906_20221205,2,1,3,0
11906_20221205,2,1,3,0
11906_20221205,1,2,2,0
11906_20221205,1,1,2,0
11906_20221205,2,2,3,1
11906_20221205,2,2,3,1
11906_20221205,2,2,3,1
11906_20221205,2,2,3,0
11906_20221205,1,1,3,0
11906_20221205,1,1,2,0
11906_20221205,1,2,2,1
11906_20221205,1,2,3,0
11906_20221205,2,1,3,0
11906_20221205,1,2,3,0
11906_20221205,1,2,2,1
11906_20221205,2,2,3,1
11906_20221205,1,2,3,0
11906_20221205,2,2,2,1
11906_20221205,2,2,3,0
11906_20221205,1,2,2,0
11906_20221205,1,1,2,1
11906_20221205,2,1,3,1
11906_20221205,2,1,2,0
11906_20221205,2,1,2,1
11906_20221205,1,2,2,0
11906_20221205,1,2,2,0
11906_20221205,1,1,3,1
11906_20221205,2,2,3,1
11906_20221205,2,2,2,1
11906_20221205,1,1,3,1
11906_20221205,2,2,3,0
11906_20221205,1,1,2,1
11906_20221205,1,1,2,0
11906_20221205,1,2,3,0
11906_20221205,2,2,3,0
11906_20221205,1,2,2,0
11906_20221205,2,2,3,0
11906_20221205,2,1,3,1
11906_20221205,2,1,3,1
11906_20221205,2,1,3,1
11906_20221205,1,1,2,0
11906_20221205,2,2,2,1
11906_20221205,2,2,2,1
11906_20221205,1,1,2,1
11906_20221205,1,1,2,0
11906_20221205,2,1,3,1
11906_20221205,2,2,3,0
11906_20221205,1,1,2,0
11906_20221205,2,2,3,0
11906_20221205,1,1,3,1
11906_20221205,2,2,3,1
11906_20221205,2,2,3,1
11906_20221205,1,1,2,1
11906_20221205,2,2,3,1
11906_20221205,1,1,2,0
11906_20221205,2,1,3,1
11906_20221205,1,1,2,0
11906_20221205,2,2,3,1
11906_20221205,2,2,3,1
11906_20221205,1,1,2,0
11906_20221205,2,2,3,0
11906_20221205,1,2,2,0
11906_20221205,2,2,3,0
11906_20221205,2,1,3,0
11906_20221205,1,2,2,0
11906_20221205,2,2,3,1
11906_20221205,1,1,2,0
11906_20221205,2,2,2,0
11906_20221205,2,1,3,1
11906_20221205,1,1,2,0
11906_20221205,2,2,3,1
11906_20221205,1,1,3,1
11906_20221205,2,1,3,1
11906_20221205,2,1,3,1
11906_20221205,2,1,2,0
11906_20221205,2,2,3,0
11906_20221205,2,2,3,1
11906_20221205,1,1,2,0
11906_20221205,2,2,3,0
11906_20221205,1,1,2,0
11906_20221205,1,2,3,0
11906_20221205,2,1,2,0
11906_20221205,2,2,3,1
11906_20221205,1,2,3,0
11906_20221205,1,2,2,1
11906_20221205,1,2,2,1
11906_20221205,1,2,3,0
11906_20221205,1,1,2,0
11906_20221205,2,1,3,0
11906_20221205,2,2,3,0
11906_20221205,1,2,2,0
11906_20221205,1,1,3,0
11906_20221205,1,1,3,0
11906_20221205,1,2,2,1
11906_20221205,1,2,2,1
11906_20221205,1,2,2,1
11906_20221205,1,2,3,1
11906_20221205,1,2,2,1
11906_20221205,2,2,2,0
11906_20221205,2,2,2,1
11906_20221205,2,2,3,0
11906_20221205,1,2,2,1
11906_20221205,2,2,3,0
11906_20221205,1,2,3,0
11906_20221205,1,2,2,1
11906_20221205,2,2,3,1
11906_20221205,1,2,3,0
11906_20221205,2,1,3,1
11906_20221205,2,1,3,1
11906_20221205,1,2,3,1
11906_20221205,2,1,3,1
11906_20221205,2,1,3,1
11906_20221205,2,2,3,0
11906_20221205,2,1,3,0
11906_20221205,1,1,2,0
11906_20221205,1,1,3,0
11906_20221205,1,2,2,1
11906_20221205,1,2,3,1
11906_20221205,1,2,2,1
11906_20221205,1,2,2,0
11906_20221205,1,2,3,0
11906_20221205,2,1,2,0
11906_20221205,1,2,2,0
11907_20221212,1,1,2,1
11907_20221212,1,2,3,0
11907_20221212,1,1,2,1
11907_20221212,1,1,3,1
11907_20221212,1,1,2,1
11907_20221212,2,1,3,0
11907_20221212,1,1,2,1
11907_20221212,1,2,3,0
11907_20221212,1,1,2,1
11907_20221212,1,1,3,1
11907_20221212,1,1,2,1
11907_20221212,2,1,3,1
11907_20221212,2,1,2,1
11907_20221212,2,1,2,1
11907_20221212,1,1,2,1
11907_20221212,2,1,3,1
11907_20221212,2,1,3,1
11907_20221212,2,1,2,1
11907_20221212,2,1,2,1
11907_20221212,1,1,3,0
11907_20221212,1,1,2,1
11907_20221212,1,1,2,1
11907_20221212,1,1,2,0
11907_20221212,1,1,3,1
11907_20221212,2,1,3,1
11907_20221212,2,1,2,1
11907_20221212,2,1,2,1
11907_20221212,2,1,2,1
11907_20221212,1,1,2,1
11907_20221212,2,1,3,1
11907_20221212,2,1,3,1
11907_20221212,1,1,2,1
11907_20221212,1,1,3,1
11907_20221212,2,1,2,1
11907_20221212,2,1,3,0
11907_20221212,1,1,2,0
11907_20221212,1,1,2,1
11907_20221212,2,1,3,0
11907_20221212,2,1,3,0
11907_20221212,2,2,3,1
11907_20221212,2,1,2,1
11907_20221212,2,2,3,1
11907_20221212,1,1,2,1
11907_20221212,2,2,3,0
11907_20221212,1,1,3,1
11907_20221212,1,1,3,0
11907_20221212,1,2,3,0
11907_20221212,1,2,3,0
11907_20221212,1,1,3,1
11907_20221212,2,1,3,1
11907_20221212,1,1,2,0
11907_20221212,1,1,2,0
11907_20221212,1,2,2,0
11907_20221212,2,1,3,0
11907_20221212,2,2,3,1
11907_20221212,2,2,3,0
11907_20221212,2,2,3,0
11907_20221212,2,1,2,0
11907_20221212,2,2,3,0
11907_20221212,1,2,2,0
11907_20221212,1,1,2,1
11907_20221212,1,1,3,1
11907_20221212,1,1,3,1
11907_20221212,2,1,2,1
11907_20221212,2,1,3,0
11907_20221212,1,1,2,1
11907_20221212,1,1,2,1
11907_20221212,1,1,2,0
11907_20221212,2,1,2,1
11907_20221212,1,1,2,0
11907_20221212,2,1,3,0
11907_20221212,2,2,3,0
11907_20221212,1,1,2,1
11907_20221212,1,1,2,1
11907_20221212,1,1,3,1
11907_20221212,1,1,2,0
11907_20221212,2,1,3,0
11907_20221212,1,1,3,1
11907_20221212,1,1,2,0
11907_20221212,1,2,2,1
11907_20221212,1,1,3,0
11907_20221212,1,2,2,1
11907_20221212,2,2,3,1
11907_20221212,2,1,2,1
11907_20221212,1,2,2,1
11907_20221212,1,1,3,1
11907_20221212,1,2,2,0
11907_20221212,1,1,3,0
11907_20221212,1,1,2,0
11907_20221212,1,1,2,0
11907_20221212,2,1,3,1
11907_20221212,2,1,3,0
11907_20221212,2,2,3,1
11907_20221212,2,2,3,0
11907_20221212,1,2,2,1
11907_20221212,1,1,2,0
11907_20221212,1,2,2,1
11907_20221212,2,2,3,0
11907_20221212,1,1,3,1
11907_20221212,1,2,2,1
11907_20221212,1,2,2,0
11907_20221212,1,1,2,1
11907_20221212,1,2,2,0
11907_20221212,1,2,3,0
11907_20221212,1,1,2,0
11907_20221212,1,2,2,1
11907_20221212,1,2,2,1
11907_20221212,1,1,3,1
11907_20221212,1,2,2,1
11907_20221212,1,1,3,1
11907_20221212,1,2,2,1
11907_20221212,1,2,2,0
11907_20221212,1,1,3,0
11907_20221212,2,2,2,0
11907_20221212,2,1,3,1
11907_20221212,2,1,3,1
11907_20221212,2,1,3,1
11907_20221212,2,1,3,1
11907_20221212,2,1,3,1
11907_20221212,2,1,3,1
11907_20221212,2,1,2,1
11907_20221212,2,1,3,1
11907_20221212,2,1,2,0
11907_20221212,2,2,2,0
11907_20221212,2,1,3,1
11907_20221212,2,1,3,1
11907_20221212,2,1,3,1
11907_20221212,2,1,3,1
11907_20221212,2,1,3,0
11907_20221212,1,2,2,1
11907_20221212,1,1,3,0
11907_20221212,2,1,3,0
11907_20221212,1,1,2,1
11907_20221212,1,1,2,0
11907_20221212,2,1,3,0
11907_20221212,2,2,3,0
11907_20221212,1,2,2,0
11907_20221212,1,1,3,1
11907_20221212,1,1,2,1
11907_20221212,1,1,2,1
11907_20221212,1,1,2,0
11907_20221212,2,1,2,0
11907_20221212,2,1,3,0
11907_20221212,2,1,3,1
11907_20221212,2,1,2,0
11907_20221212,2,1,3,1
11907_20221212,1,2,2,0
11907_20221212,1,1,3,1
11907_20221212,1,1,2,0
11907_20221212,2,1,3,1
11907_20221212,2,1,3,0
11907_20221212,2,1,3,0
11907_20221212,2,2,2,1
11907_20221212,2,2,3,0
11907_20221212,1,2,2,1
11907_20221212,1,2,2,0
11907_20221212,1,1,3,1
11907_20221212,1,1,3,1
11907_20221212,1,1,2,0
11907_20221212,1,1,2,0
11907_20221212,1,2,2,1
11907_20221212,2,1,3,1
11907_20221212,2,1,3,0
11907_20221212,1,2,3,0
11907_20221212,1,1,2,0
11907_20221212,1,2,3,1
11907_20221212,1,2,2,1
11907_20221212,2,1,3,0
11907_20221212,1,2,2,1
11907_20221212,2,2,3,1
11907_20221212,2,2,2,1
11907_20221212,2,2,3,1
11907_20221212,2,2,3,0
11907_20221212,2,2,3,0
11907_20221212,1,1,2,1
11907_20221212,1,1,3,1
11907_20221212,1,1,2,0
11907_20221212,2,1,3,0
11907_20221212,1,2,2,1
11907_20221212,1,2,3,0
11907_20221212,1,2,3,0
11907_20221212,1,2,2,0
11907_20221212,1,1,2,0
11907_20221212,1,1,2,1
11907_20221212,2,1,2,0
11907_20221212,2,1,2,0
11907_20221212,2,1,3,1
11907_20221212,2,1,2,1
11907_20221212,2,1,3,0
11907_20221212,2,1,3,0
11907_20221212,2,2,2,1
11907_20221212,2,2,3,1
11907_20221212,1,1,2,1
11907_20221212,2,1,3,0
11907_20221212,2,2,3,0
11907_20221212,1,2,2,1
11907_20221212,1,2,2,1
11907_20221212,1,2,2,1
11907_20221212,1,2,2,1
11907_20221212,1,2,2,1
11909_20221216,1,1,3,1
11909_20221216,1,1,2,0
11909_20221216,1,1,3,0
11909_20221216,1,1,2,0
11909_20221216,1,2,2,0
11909_20221216,1,2,2,0
11909_20221216,2,2,3,0
11909_20221216,2,2,2,0
11909_20221216,2,1,2,1
11909_20221216,2,1,3,1
11909_20221216,2,1,2,1
11909_20221216,1,1,2,1
11909_20221216,2,1,3,1
11909_20221216,1,1,2,0
11909_20221216,2,1,3,1
11909_20221216,2,1,3,0
11909_20221216,2,2,2,0
11909_20221216,2,1,3,1
11909_20221216,2,1,3,1
11909_20221216,2,1,3,0
11909_20221216,2,1,2,0
11909_20221216,2,1,3,1
11909_20221216,2,1,3,1
11909_20221216,2,1,3,0
11909_20221216,2,2,2,1
11909_20221216,2,2,2,1
11909_20221216,2,1,3,1
11909_20221216,1,1,3,0
11909_20221216,1,1,3,1
11909_20221216,1,2,2,1
11909_20221216,1,2,2,0
11909_20221216,1,2,2,1
11909_20221216,1,2,2,0
11909_20221216,1,2,2,0
11909_20221216,2,2,3,0
11909_20221216,2,1,3,1
11909_20221216,2,1,3,1
11909_20221216,2,1,3,1
11909_20221216,2,1,3,1
11909_20221216,2,1,2,1
11909_20221216,2,1,3,0
11909_20221216,1,1,2,1
11909_20221216,1,1,3,1
11909_20221216,1,1,2,0
11909_20221216,1,1,3,1
11909_20221216,1,1,2,0
11909_20221216,2,1,3,0
11909_20221216,2,1,2,1
11909_20221216,2,1,3,0
11909_20221216,1,1,2,1
11909_20221216,1,1,2,0
11909_20221216,1,1,2,1
11909_20221216,1,1,2,1
11909_20221216,1,1,2,1
11909_20221216,1,1,2,1
11909_20221216,1,1,2,1
11909_20221216,1,1,3,1
11909_20221216,1,1,2,0
11909_20221216,1,1,2,1
11909_20221216,1,1,3,0
11909_20221216,1,2,3,0
11909_20221216,1,1,3,0
11909_20221216,1,1,2,0
11909_20221216,1,1,2,1
11909_20221216,1,1,3,1
11909_20221216,2,1,2,0
11909_20221216,2,1,3,0
11909_20221216,2,1,2,1
11909_20221216,1,1,3,0
11909_20221216,1,1,2,1
11909_20221216,1,2,3,1
11909_20221216,1,2,3,1
11909_20221216,2,1,2,1
11909_20221216,2,1,2,1
11909_20221216,2,1,2,1
11909_20221216,2,1,2,1
11909_20221216,2,2,3,1
11909_20221216,2,2,3,0
11909_20221216,2,1,2,0
11909_20221216,2,2,3,1
11909_20221216,2,1,2,0
11909_20221216,1,2,2,1
11909_20221216,1,2,3,1
11909_20221216,1,2,2,1
11909_20221216,1,2,3,0
11909_20221216,1,2,2,1
11909_20221216,2,2,2,1
11909_20221216,2,2,3,0
11909_20221216,2,1,3,0
11909_20221216,1,2,2,1
11909_20221216,1,2,2,1
11909_20221216,1,2,2,0
11909_20221216,1,1,3,1
11909_20221216,1,2,2,0
11909_20221216,2,2,2,1
11909_20221216,1,2,2,1
11909_20221216,1,1,3,1
11909_20221216,2,1,3,0
11909_20221216,1,2,2,0
11909_20221216,2,1,3,1
11909_20221216,2,1,2,1
11909_20221216,2,1,3,0
11909_20221216,2,1,3,0
11909_20221216,1,1,2,1
11909_20221216,1,1,2,0
11909_20221216,1,2,3,0
11909_20221216,1,1,3,0
11909_20221216,2,2,3,1
11909_20221216,1,2,3,0
11909_20221216,2,1,2,1
11909_20221216,2,1,2,1
11909_20221216,2,1,3,1
11909_20221216,2,1,3,1
11909_20221216,2,1,3,0
11909_20221216,1,1,2,0
11909_20221216,1,1,2,0
11909_20221216,2,1,3,1
11909_20221216,2,1,3,1
11909_20221216,2,1,3,0
11909_20221216,2,1,2,0
11909_20221216,2,1,3,1
11909_20221216,2,2,2,0
11909_20221216,2,1,2,0
11909_20221216,1,1,3,1
11909_20221216,1,2,2,0
11909_20221216,2,2,2,0
11909_20221216,1,1,2,0
11909_20221216,1,2,2,1
11909_20221216,2,2,2,0
11909_20221216,1,2,2,0
11909_20221216,2,1,3,0
11909_20221216,2,2,3,0
11909_20221216,2,1,3,1
11909_20221216,2,1,3,1
11909_20221216,2,1,3,1
11909_20221216,2,1,3,1
11909_20221216,2,1,3,0
11909_20221216,2,1,3,0
11909_20221216,2,2,3,0
11909_20221216,1,2,2,0
11909_20221216,1,1,2,0
11909_20221216,1,2,2,1
11909_20221216,1,2,2,1
11909_20221216,1,2,2,1
11909_20221216,1,2,2,1
11909_20221216,1,2,2,1
11909_20221216,1,2,2,1
11909_20221216,1,2,3,1
11909_20221216,1,2,2,0
11909_20221216,1,2,2,0
11909_20221216,2,2,3,1
11909_20221216,2,2,3,0
11909_20221216,2,2,3,0
11909_20221216,1,1,2,1
11909_20221216,1,1,3,0
11909_20221216,1,1,2,0
11909_20221216,2,1,2,0
11909_20221216,2,2,3,0
11909_20221216,2,2,2,1
11909_20221216,1,2,3,0
11909_20221216,1,1,3,1
11909_20221216,1,2,2,1
11909_20221216,1,2,2,1
11909_20221216,1,1,3,0
11909_20221216,2,1,3,1
11909_20221216,1,2,2,1
11909_20221216,1,2,2,1
11909_20221216,1,2,2,0
11909_20221216,1,2,2,1
11909_20221216,1,2,2,1
11909_20221216,1,2,2,1
11909_20221216,1,2,3,0
11909_20221216,1,1,3,1
11909_20221216,1,1,3,0
11909_20221216,1,1,3,0
11909_20221216,2,2,3,0
11909_20221216,2,1,3,1
11909_20221216,2,1,2,0
11909_20221216,2,1,3,0
11909_20221216,1,2,2,0
11909_20221216,1,1,3,0
11909_20221216,1,1,2,0
11909_20221216,1,2,3,1
11909_20221216,1,2,2,1
11909_20221216,2,2,3,0
11909_20221216,2,2,3,0
11909_20221216,1,2,2,1
11909_20221216,1,2,2,0
11909_20221216,1,2,2,1
11909_20221216,1,2,2,1
11909_20221216,1,2,2,1
11909_20221216,1,2,2,1
11909_20221216,1,2,3,0
11909_20221216,1,2,2,1
11909_20221216,1,1,2,1
11909_20221216,1,2,3,1
11909_20221216,1,2,2,1
11909_20221216,1,2,2,1
11909_20221216,1,2,3,0
11909_20221216,1,2,2,1
11911_20230111,1,1,2,1
11911_20230111,1,2,2,0
11911_20230111,1,1,2,0
11911_20230111,1,2,3,1
11911_20230111,1,1,2,1
11911_20230111,2,1,3,0
11911_20230111,2,2,3,1
11911_20230111,1,1,3,1
11911_20230111,1,1,3,1
11911_20230111,1,1,2,1
11911_20230111,2,2,2,1
11911_20230111,1,1,2,1
11911_20230111,1,1,2,1
11911_20230111,2,2,3,0
11911_20230111,2,1,3,1
11911_20230111,2,1,3,1
11911_20230111,1,1,2,1
11911_20230111,1,1,2,1
11911_20230111,2,1,3,1
11911_20230111,1,1,2,1
11911_20230111,2,1,3,0
11911_20230111,2,2,3,0
11911_20230111,1,2,2,1
11911_20230111,1,2,2,1
11911_20230111,1,1,2,1
11911_20230111,2,2,3,0
11911_20230111,2,1,3,1
11911_20230111,1,1,3,0
11911_20230111,1,1,2,1
11911_20230111,1,1,2,1
11911_20230111,1,2,2,1
11911_20230111,2,2,3,0
11911_20230111,2,1,2,0
11911_20230111,2,1,3,1
11911_20230111,1,1,2,1
11911_20230111,1,1,2,0
11911_20230111,1,2,3,0
11911_20230111,2,1,2,1
11911_20230111,2,1,2,1
11911_20230111,1,1,2,1
11911_20230111,2,1,2,0
11911_20230111,1,2,3,1
11911_20230111,1,1,2,1
11911_20230111,1,1,3,0
11911_20230111,2,2,3,1
11911_20230111,1,1,2,0
11911_20230111,1,2,3,0
11911_20230111,2,1,3,0
11911_20230111,2,1,3,1
11911_20230111,1,1,2,0
11911_20230111,1,2,3,0
11911_20230111,1,1,3,0
11911_20230111,1,1,2,1
11911_20230111,1,1,2,0
11911_20230111,1,2,2,1
11911_20230111,2,1,3,0
11911_20230111,2,2,3,0
11911_20230111,1,1,2,0
11911_20230111,1,2,2,0
11911_20230111,2,1,3,0
11911_20230111,2,1,2,1
11911_20230111,1,1,2,1
11911_20230111,1,2,3,1
11911_20230111,2,1,3,0
11911_20230111,2,2,3,1
11911_20230111,1,1,2,0
11911_20230111,1,1,3,0
11911_20230111,1,2,2,1
11911_20230111,1,1,3,0
11911_20230111,1,2,2,1
11911_20230111,1,1,2,1
11911_20230111,1,1,2,0
11911_20230111,2,1,3,0
11911_20230111,1,2,3,0
11911_20230111,1,1,2,0
11911_20230111,2,2,3,0
11911_20230111,2,1,3,0
11911_20230111,1,2,2,1
11911_20230111,1,1,2,0
11911_20230111,1,2,2,1
11911_20230111,2,2,3,1
11911_20230111,1,1,3,1
11911_20230111,2,1,3,0
11911_20230111,1,2,2,0
11911_20230111,1,1,3,1
11911_20230111,1,1,3,0
11911_20230111,1,2,2,1
11911_20230111,2,1,2,0
11911_20230111,2,2,3,0
11911_20230111,2,1,3,1
11911_20230111,1,2,3,0
11911_20230111,2,1,2,0
11911_20230111,1,2,2,1
11911_20230111,1,2,3,0
11911_20230111,1,1,2,0
11911_20230111,1,2,2,0
11911_20230111,2,2,3,0
11911_20230111,2,2,3,0
11911_20230111,2,2,2,1
11911_20230111,2,1,3,1
11911_20230111,1,1,3,1
11911_20230111,1,1,2,0
11911_20230111,1,1,2,0
11911_20230111,1,1,2,1
11911_20230111,1,1,2,0
11911_20230111,1,1,2,0
11911_20230111,1,2,3,0
11911_20230111,2,2,2,0
11911_20230111,1,2,3,1
11911_20230111,1,2,2,0
11911_20230111,0,0,0,0
11911_20230111,2,1,3,1
11911_20230111,1,2,3,1
11911_20230111,2,1,3,0
11911_20230111,1,1,2,1
11911_20230111,1,1,2,0
11911_20230111,1,1,3,1
11911_20230111,2,1,3,0
11911_20230111,2,1,3,0
11911_20230111,2,1,3,0
11911_20230111,2,1,3,1
11911_20230111,1,2,3,1
11911_20230111,1,1,3,1
11911_20230111,1,0,2,0
11911_20230111,2,2,2,1
11911_20230111,1,1,3,1
11911_20230111,1,2,3,0
11911_20230111,2,1,3,0
11911_20230111,2,2,3,0
11911_20230111,2,1,3,1
11911_20230111,2,1,3,0
11911_20230111,1,2,2,1
11911_20230111,1,1,2,0
11911_20230111,2,2,3,0
11911_20230111,1,2,3,0
11911_20230111,1,1,2,0
11911_20230111,2,1,3,1
11911_20230111,1,1,2,1
11911_20230111,1,1,2,0
11911_20230111,2,2,3,1
11911_20230111,2,1,2,0
11911_20230111,1,2,3,0
11911_20230111,1,2,3,0
11911_20230111,1,2,2,1
11911_20230111,1,2,2,0
11911_20230111,2,1,3,0
11911_20230111,2,2,3,0
11911_20230111,2,1,3,0
11911_20230111,1,1,2,0
11911_20230111,1,2,3,0
11911_20230111,2,2,2,1
11911_20230111,1,2,2,1
11911_20230111,1,2,2,0
11911_20230111,2,1,3,1
11911_20230111,1,2,2,1
11911_20230111,2,1,3,1
11911_20230111,2,1,3,1
11911_20230111,1,2,2,1
11911_20230111,2,1,3,0
11911_20230111,1,1,3,1
11911_20230111,2,1,2,0
11911_20230111,1,2,2,0
11911_20230111,1,2,3,0
11911_20230111,2,2,3,0
11911_20230111,1,1,2,1
11911_20230111,1,1,2,0
11911_20230111,1,1,2,0
11911_20230111,1,1,2,1
11911_20230111,2,1,3,1
11911_20230111,1,0,2,0
11911_20230111,1,1,3,1
11911_20230111,1,0,2,0
11911_20230111,1,2,2,1
11911_20230111,2,2,3,1
11911_20230111,2,2,2,1
11911_20230111,1,2,2,1
11911_20230111,2,1,3,1
11911_20230111,2,2,3,1
11911_20230111,2,2,2,1
11911_20230111,1,1,2,0
11911_20230111,2,1,2,1
11911_20230111,1,1,3,0
11911_20230111,2,2,2,1
11911_20230111,1,1,2,0
11911_20230111,2,1,3,1
11911_20230111,2,1,2,1
11911_20230111,1,1,3,0
11911_20230111,1,2,2,1
11911_20230111,2,1,3,1
11911_20230111,1,2,2,1
11911_20230111,1,2,3,0
11911_20230111,1,1,2,0
11911_20230111,1,2,3,0
11911_20230111,1,2,3,0
11911_20230111,1,2,2,0
11911_20230111,1,2,2,1
11911_20230111,1,2,2,1
11911_20230111,2,2,2,1
11911_20230111,1,0,2,0
11911_20230111,2,2,2,1
11912_20230124,1,1,2,0
11912_20230124,1,1,2,1
11912_20230124,1,1,2,1
11912_20230124,1,1,3,1
11912_20230124,1,1,3,1
11912_20230124,1,1,2,0
11912_20230124,1,1,3,0
11912_20230124,1,1,2,1
11912_20230124,1,1,3,1
11912_20230124,1,1,3,1
11912_20230124,1,1,3,1
11912_20230124,1,1,3,1
11912_20230124,1,1,2,1
11912_20230124,1,1,2,1
11912_20230124,1,1,2,1
11912_20230124,1,1,2,1
11912_20230124,1,1,2,1
11912_20230124,1,1,3,1
11912_20230124,1,1,3,1
11912_20230124,1,1,2,1
11912_20230124,1,1,2,1
11912_20230124,1,1,2,1
11912_20230124,1,1,2,1
11912_20230124,1,1,2,1
11912_20230124,1,1,2,1
11912_20230124,1,1,3,0
11912_20230124,1,1,2,1
11912_20230124,1,1,2,1
11912_20230124,1,1,2,1
11912_20230124,1,1,2,1
11912_20230124,1,1,3,1
11912_20230124,1,1,2,0
11912_20230124,1,1,2,1
11912_20230124,1,1,2,1
11912_20230124,1,1,2,0
11912_20230124,1,1,2,0
11912_20230124,2,1,2,1
11912_20230124,1,1,3,1
11912_20230124,1,1,2,0
11912_20230124,1,1,3,1
11912_20230124,1,1,2,1
11912_20230124,1,1,2,0
11912_20230124,1,1,2,0
11912_20230124,1,2,2,0
11912_20230124,2,2,3,0
11912_20230124,2,1,3,1
11912_20230124,2,1,3,1
11912_20230124,1,1,3,0
11912_20230124,2,1,2,0
11912_20230124,2,1,3,0
11912_20230124,1,2,2,0
11912_20230124,1,2,2,1
11912_20230124,1,2,2,1
11912_20230124,1,2,2,1
11912_20230124,1,2,3,0
11912_20230124,1,2,2,0
11912_20230124,1,2,2,1
11912_20230124,1,2,2,1
11912_20230124,1,2,2,1
11912_20230124,1,2,2,1
11912_20230124,1,1,3,0
11912_20230124,1,2,2,0
11912_20230124,1,2,2,1
11912_20230124,1,2,3,1
11912_20230124,1,2,2,1
11912_20230124,1,2,2,1
11912_20230124,1,2,2,1
11912_20230124,1,2,2,1
11912_20230124,1,2,2,1
11912_20230124,1,2,2,1
11912_20230124,1,2,3,0
11912_20230124,1,2,2,1
11912_20230124,1,2,2,0
11912_20230124,1,2,3,1
11912_20230124,1,2,2,1
11912_20230124,1,2,2,1
11912_20230124,1,2,2,1
11912_20230124,1,2,3,0
11912_20230124,1,1,3,0
11912_20230124,1,2,3,0
11912_20230124,1,2,2,1
11912_20230124,1,2,2,1
11912_20230124,1,2,2,1
11912_20230124,1,2,2,1
11912_20230124,1,2,3,1
11912_20230124,1,2,2,1
11912_20230124,1,2,2,1
11912_20230124,1,2,2,1
11912_20230124,1,2,2,1
11912_20230124,1,2,2,1
11912_20230124,1,2,2,1
11912_20230124,1,2,3,0
11912_20230124,1,2,2,0
11912_20230124,1,2,2,1
11912_20230124,1,2,2,1
11912_20230124,1,2,2,0
11912_20230124,1,2,3,0
11912_20230124,1,2,2,1
11912_20230124,1,2,2,1
11912_20230124,1,2,2,1
11912_20230124,1,2,2,0
11912_20230124,1,2,3,1
11912_20230124,1,2,2,0
11912_20230124,2,1,3,0
11912_20230124,2,1,3,1
11912_20230124,2,1,3,1
11912_20230124,2,1,3,1
11912_20230124,2,1,3,1
11912_20230124,2,1,3,1
11912_20230124,2,1,3,0
11912_20230124,2,1,3,0
11912_20230124,1,1,2,0
11912_20230124,2,2,3,0
11912_20230124,2,2,3,1
11912_20230124,2,2,3,0
11912_20230124,2,1,2,0
11912_20230124,2,2,3,0
11912_20230124,2,1,2,0
11912_20230124,1,2,2,1
11912_20230124,1,2,2,1
11912_20230124,1,2,3,1
11912_20230124,1,2,2,0
11912_20230124,1,2,3,0
11912_20230124,1,2,3,1
11912_20230124,1,2,2,0
11912_20230124,2,1,3,0
11912_20230124,2,1,3,0
11912_20230124,2,1,3,1
11912_20230124,2,1,3,0
11912_20230124,2,1,2,0
11912_20230124,2,1,3,1
11912_20230124,2,1,3,1
11912_20230124,2,1,3,0
11912_20230124,2,1,3,1
11912_20230124,2,1,3,0
11912_20230124,2,2,2,1
11912_20230124,1,2,2,0
11912_20230124,1,2,3,1
11912_20230124,2,2,2,0
11912_20230124,2,2,3,0
11912_20230124,2,2,3,1
11912_20230124,2,1,2,0
11912_20230124,2,2,2,1
11912_20230124,2,2,3,1
11912_20230124,2,2,3,0
11912_20230124,2,2,3,1
11912_20230124,2,2,2,1
11912_20230124,2,2,2,1
11912_20230124,2,2,2,0
11912_20230124,2,2,2,0
11912_20230124,2,1,2,0
11912_20230124,2,1,3,1
11912_20230124,2,1,2,1
11912_20230124,2,1,3,1
11912_20230124,2,1,3,1
11912_20230124,2,1,3,1
11912_20230124,2,1,3,1
11912_20230124,2,1,3,0
11912_20230124,2,1,3,1
11912_20230124,2,1,2,0
11912_20230124,2,1,2,1
11912_20230124,2,1,3,1
11912_20230124,2,1,2,1
11912_20230124,2,1,3,0
11912_20230124,2,1,2,1
11912_20230124,2,1,2,0
11912_20230124,2,1,3,0
11912_20230124,2,2,3,0
11912_20230124,1,2,3,0
11912_20230124,1,2,2,0
11912_20230124,1,2,2,1
11912_20230124,1,2,2,1
11912_20230124,1,2,2,1
11912_20230124,1,2,2,1
11912_20230124,1,2,3,0
11912_20230124,1,2,2,0
11912_20230124,1,2,3,1
11912_20230124,1,2,2,1
11912_20230124,1,2,2,1
11912_20230124,1,2,2,1
11912_20230124,1,2,3,0
11912_20230124,1,2,2,1
11912_20230124,1,2,3,0
11912_20230124,1,2,2,0
11912_20230124,1,2,2,1
11912_20230124,1,2,2,1
11912_20230124,1,2,2,0
11912_20230124,1,2,3,1
11912_20230124,1,2,2,1
11912_20230124,1,2,3,1
11912_20230124,1,2,2,1
11912_20230124,1,2,3,0
11912_20230124,1,2,2,1
11912_20230124,1,2,3,0
11912_20230124,1,2,2,1
11912_20230124,1,2,3,1
11912_20230124,1,2,3,0
11912_20230124,1,2,2,1
11912_20230124,1,1,3,1
11912_20230124,1,2,2,1
11913_20230131,2,2,3,1
11913_20230131,2,1,3,1
11913_20230131,1,1,2,1
11913_20230131,1,2,2,1
11913_20230131,2,2,3,0
11913_20230131,1,2,2,1
11913_20230131,2,1,2,0
11913_20230131,2,1,3,1
11913_20230131,1,2,3,1
